codigo_act,latitud,longitud
237212,18.94702397,-99.22640338
237212,18.69462964,-99.11820098
236111,18.97056912,-99.23974166
236211,18.88942973,-99.14534274
237312,18.93468808,-99.21931472
237993,18.93216098,-99.21846929
238210,18.85864134,-99.17905682
236111,18.80860816,-98.94053134
238190,18.90047459,-99.20481427
238190,18.89988883,-99.16617537
238190,18.68224525,-99.24319269
237111,18.92612767,-99.25154921
236111,18.93503781,-99.22983235
237111,18.96010713,-99.2454996
238390,18.9231762,-99.17953073
238210,18.95687584,-98.98013304
238210,18.91927694,-99.17538009
238210,18.92391665,-99.16699211
236111,18.83062982,-98.94611441
236111,19.05716271,-99.24265033
238190,18.68937318,-98.80196799
238290,18.96766679,-99.24746031
238221,18.92785244,-99.17975801
238330,18.88452098,-99.15037904
238222,18.91160525,-99.2214377
238290,18.9089671,-99.18053193
238290,18.91038346,-99.2248983
237992,18.91127255,-99.17008621
236211,18.93382344,-99.22005368
236111,18.9208188,-99.21877352
236221,18.97066858,-99.24509027
238190,18.95911021,-99.21320978
238190,18.91381233,-99.21073031
238290,18.86992161,-99.21001961
238221,18.95993214,-99.25926797
238210,18.85115172,-99.19613798
236221,18.92493536,-99.22567884
238190,18.96854404,-99.23063876
238910,18.92737403,-99.21895731
238340,18.95316532,-99.26532386
236111,18.93299673,-99.22815081
237312,18.95667472,-99.24007844
236221,18.63676764,-99.15977657
238350,18.8434203,-99.21355132
237312,18.94219791,-99.23153296
237311,18.92099564,-99.20597671
238210,18.88579617,-99.17774306
236111,18.62106829,-99.18117375
236221,18.83824352,-99.18235358
237212,18.90669091,-99.22605919
238320,18.80493739,-99.23428767
236221,18.9233085,-99.16860858
238990,18.94206741,-99.23283468
238221,18.85732132,-99.22406334
238390,18.93156953,-99.24272893
236111,18.92058885,-99.21289451
237131,18.92131639,-99.21793984
238210,18.92131639,-99.21793984
236221,18.92125779,-99.19561409
238290,18.83825214,-98.94167512
238290,18.91581598,-99.1853685
238290,18.83997157,-98.94121844
238290,18.60918889,-99.31939323
238210,18.96849532,-99.22753566
238290,18.95902961,-99.2132251
238290,18.92171089,-99.22095142
238290,18.84379284,-98.94679667
238290,18.91777166,-99.18227971
238210,18.88403829,-99.17749703
238910,18.9046143,-99.2190105
236111,18.93140379,-99.22077959
238222,18.92001113,-99.19986211
238910,18.87567616,-99.1719015
237111,18.65896315,-99.18928587
238320,18.87964117,-99.14445614
238130,18.93382344,-99.22005368
237212,18.8563572,-98.93508056
237111,18.97814993,-99.26815271
236221,18.96636598,-99.26128233
238910,18.83550458,-99.18339573
238311,18.83419918,-99.18049569
238210,18.95386468,-99.20129058
236211,18.91797687,-99.17579749
238990,18.91944771,-99.23503037
236221,18.9543328,-99.23773012
238210,18.91837522,-99.17797327
236221,18.67954932,-99.18767134
236221,18.93744849,-99.19574601
236221,18.66892407,-99.18579929
236111,18.93841753,-99.23060692
237132,18.89699838,-99.16846853
236111,18.9462936,-99.23118523
237312,18.90477739,-99.22716471
238190,18.9345247,-99.19708515
236111,18.92131639,-99.21793984
237312,18.91881822,-99.17638136
236221,18.55997004,-99.26967095
236221,18.91321175,-98.94501686
238210,18.9189092,-99.20681408
238222,18.90947568,-99.18270113
237111,18.94783462,-99.22228379
237312,18.88500837,-99.22594539
238190,18.95942517,-99.23803968
311340,18.75125639,-98.77870297
311830,18.86590045,-98.93108587
311830,19.03007628,-99.27154433
311830,18.82013527,-98.92925992
316999,18.72538954,-98.99810874
311999,18.7823439,-99.21021115
311340,18.75504004,-98.77456176
312112,18.89567868,-98.90409753
312112,18.94963045,-99.19621124
312112,18.94561281,-99.19843244
312112,18.61881156,-99.17989247
312112,18.72565342,-99.36133155
312112,18.81270706,-99.20192296
312112,18.88698604,-99.14406931
312112,18.98124661,-99.24074769
312112,18.89545614,-99.1651773
312112,18.87088893,-99.25421277
312112,18.81695635,-98.74509487
312112,18.94449134,-99.23619532
312112,18.61560955,-99.34746626
312112,18.9108038,-99.23127887
312112,18.91217113,-99.16556044
312112,18.90561957,-99.19971954
312112,18.92641194,-99.20362389
312112,18.94698488,-99.22562888
312112,18.73844974,-99.25578116
312112,18.84534753,-98.93572337
312112,18.90863557,-98.96967004
312112,18.90946437,-99.16171766
312112,18.86625033,-99.07861541
312112,18.7703055,-98.77342375
312112,18.81645366,-98.92341793
312112,18.93322605,-99.18118522
312113,18.91208616,-99.18003275
312112,18.81802021,-98.9527863
312112,18.85273177,-99.2372652
312112,18.87949366,-99.14062624
